title	abstract	url	authors
CrowdMoGen: Event-Driven Collective Human Motion Generation.	While recent advances in text-to-motion generation have shown promising results, they typically assume all individuals are grouped as a single unit. Scaling these methods to handle larger crowds and ensuring that individuals respond appropriately to specific events remains a significant challenge. This is primarily due to the complexities of scene planning–which involves organizing groups, planning their activities, and coordinating interactions–and controllable motion generation. In this paper, we present CrowdMoGen , the first zero-shot framework for collective motion generation, which effectively groups individuals and generates event-aligned motion sequences from text prompts. 1) Being limited by the available datasets for training an effective scene planning module in a supervised manner, we instead propose a crowd scene planner that leverages pre-trained large language models (LLMs) to organize individuals into distinct groups. While LLMs offer high-level guidance for group divisions, they lack the low-level understanding of human motion. To address this, we further propose integrating an SMPL-based joint prior to generate context-appropriate activities, which consists of both joint trajectories and textual descriptions. 2) Secondly, to incorporate the assigned activities into the generative network, we introduce a collective motion generator that integrates the activities into a transformer-based network in a joint-wise manner, maintaining the spatial constraints during the multi-step denoising process. Extensive experiments demonstrate that CrowdMoGen significantly outperforms previous approaches, delivering realistic, event-driven motion sequences that are spatially coherent. As the first framework of collective motion generation, CrowdMoGen has the potential to advance applications in urban simulation, crowd planning, and other large-scale interactive environments.	https://doi.org/10.1007/s11263-025-02677-z	Yukang Cao, Xinying Guo, Mingyuan Zhang, Haozhe Xie, Chenyang Gu, Ziwei Liu
CurvLoc: Surface Curvature Prompted Gaussian Splatting for Visual Localization.	Absolute Pose Regression (APR) encompasses a spectrum of visual localization methods that directly regress the 6-DoF camera pose from input images. Previous APR methods typically rely on 3DGS rendered features that smooth out structural details, leading to ambiguous scene descriptors. To address this limitation, we introduce surface curvature as explicit multi-view epipolar geometric cues that capture stable, detailed variations across viewpoints and provide structurally reliable cues for pose estimation. Specifically, we adopt a 3D Gaussian Splatting (3DGS) representation equipped with surface curvature for the scene, and introduce a novel refinement framework termed CurvLoc. Within this framework, a Surface Curvature Extractor is designed to capture curvature information from rendered features along epipolar line directions. Additionally, we propose a Curvature-aware Sampling Strategy that prioritizes regions exhibiting the largest curvature, effectively exploiting multi-view information. This approach significantly enhances geometric detail awareness and delineates clear boundaries in complex regions, facilitating precise visual localization. Extensive experiments on indoor and outdoor visual localization benchmarks demonstrate that the proposed CurvLoc framework surpasses existing state-of-the-art methods in accuracy and robustness.	https://doi.org/10.1007/s11263-026-02748-9	Hang Li, Jiawei Zhang, Jiahe Li, Botao Jiang, Zihang Wang, Xiaohan Yu, Jin Zheng, Xiao Bai, Haonan Luo
CylindFormer: Image-to-Point Cloud Registration with Cylindrical Transformer.	Accurate correspondence extraction between distinctive pixel-wise and point-wise features is critical for image-to-point cloud (I2P) registration. Recent efforts leveraging Transformers for I2P feature representation have demonstrated potential, primarily by first capturing intra-modality global contextual dependencies via self-attention, and then learning cross-modality correlations via cross-attention. The strength of vanilla Transformers lies in modeling cross-modality global feature correlations. However, such mechanisms often struggle with the structural disparity between dense image pixels and sparse 3D points, hindering the establishment of fine-grained correspondences. Moreover, global attention may introduce ambiguity, as interactions with many inconsistent regions of intra-modality may degrade feature distinctiveness. To address these limitations, we propose CylindFormer, a novel Cylindrical Transformer model designed to establish accurate and reliable correspondences for efficient and robust I2P registration. Specifically, to overcome the inherent structural discrepancy, our method leverages cylindrical projection of 3D points onto the image plane to define spatially-aware clusters, enabling local feature aggregation of image pixels. These fused features are then aligned with 3D point features through adaptive attention to strengthen cross-modality correlations. In addition, Cylindrical Transformer introduces a cylindrical self-attention mechanism to explicitly learn intra-modality global structural consistency, effectively mitigating feature ambiguity. Extensive experiments on diverse indoor and outdoor benchmarks demonstrate the efficacy of CylindFormer. On the challenging RGB-D Scenes V2 dataset, our method improves the inlier ratio by \(\mathrm {10.1\sim 16.3}\) percentage points and the registration recall by \(\mathrm {1.3\sim 14.6}\) points, while achieving over \(13\times \) pose acceleration and reducing model parameters to less than one-ninth of the state-of-the-art method. The source code will be released at https://github.com/jtw220/CylindFormer soon.	https://doi.org/10.1007/s11263-026-02747-w	Jingtao Wang, Hao Tang, Yanpeng Sun, Shengfeng He, Zechao Li
Deep Learning-Based Object Pose Estimation: A Comprehensive Survey.	Object pose estimation is a fundamental computer vision problem with broad applications in augmented reality and robotics. Over the past decade, deep learning models, due to their superior accuracy and robustness, have increasingly supplanted conventional algorithms reliant on engineered point pair features. Nevertheless, several challenges persist in contemporary methods, including their dependency on labeled training data, model compactness, robustness under challenging conditions, and their ability to generalize to novel unseen objects. A recent survey discussing the progress made on different aspects of this area, outstanding challenges, and promising future directions, is missing. To fill this gap, we discuss the recent advances in deep learning-based object pose estimation, covering all three formulations of the problem, i.e., instance-level, category-level, and unseen (including both instance-unseen and category-unseen cases) object pose estimation. Our survey also covers multiple input data modalities, degrees-of-freedom of output poses, object properties, and downstream tasks, providing the readers with a holistic understanding of this field. Additionally, it discusses training paradigms of different domains, inference modes, application areas, evaluation metrics, and benchmark datasets, as well as reports the performance of current state-of-the-art methods on these benchmarks, thereby facilitating the readers in selecting the most suitable method for their application. Finally, the survey identifies key challenges, reviews the prevailing trends along with their pros and cons, and identifies promising directions for future research. We cover the literature up to our submission date and will continue to follow the latest works at https://github.com/CNJianLiu/Awesome-Object-Pose-Estimation.	https://doi.org/10.1007/s11263-025-02646-6	Jian Liu, Wei Sun, Hui Yang, Zhiwen Zeng, Chongpei Liu, Jin Zheng, Xingyu Liu, Hossein Rahmani, Nicu Sebe, Ajmal Mian
Deep Learning-Based Point Cloud Registration: A Comprehensive Survey and Taxonomy.	Point cloud registration involves estimating a rigid transformation to align a source point cloud with a target, a task essential in applications such as autonomous driving, robotics, and medical imaging. Recent advances in deep learning have significantly improved registration performance by providing robust and efficient solutions that address key limitations of traditional methods, including sensitivity to noise, outliers, and initialization. Despite these advances, a well-structured taxonomy of deep learning-based point cloud registration (DL-PCR) methods remains underdeveloped, limiting systematic comparison and analysis. This paper presents a comprehensive survey and taxonomy of DL-PCR. We begin with a formal definition of the registration problem and a review of commonly used datasets, evaluation metrics, and loss functions. Existing DL-PCR methods are then categorized by registration scenario–pairwise or multi-scan–and further classified by supervision strategy and methodological design. Supervised approaches are discussed in terms of registration procedures, optimization strategies, learning paradigms, and integration with traditional techniques, while unsupervised approaches are grouped into correspondence-based and correspondence-free methods. Multi-scan techniques are divided into multiview registration, which focuses on global pose estimation across multiple scans, and multi-instance registration, which involves jointly localizing and aligning multiple object instances. To support fair comparison, we provide quantitative evaluations of recent state-of-the-art methods under a unified training setup. Finally, we discuss open challenges and highlight potential research directions to guide future advancements in DL-PCR. A comprehensive collection of DL-PCR resources is available at https://github.com/yxzhang15/PCR.	https://doi.org/10.1007/s11263-025-02723-w	Yu-Xin Zhang, Jie Gui, Baosheng Yu, Xiaofeng Cong, Xin Gong, Wenbing Tao, Dacheng Tao
DeepTA: High-Speed Deep Camera Translation Averaging with Reverse Direction Invariance.	Camera translation averaging aims at recovering the global camera locations from an input set of noisy relative camera translation directions. Existing works in literature generally estimate the global camera locations via time-consuming nonlinear optimizations on geometrical-constraint-based cost functions. However, their computational costs increase significantly with the increase of the input relative translation directions. To address this problem, we attempt to bridge the gap between deep learning and camera translation averaging in this paper, inspired by the fast inference speed and superior performance of deep neural networks in other visual tasks. Firstly, we reveal a basic property of the translation averaging problem, called Reverse-Direction-Invariance (RDI). Then, based on this RDI property, a deep network for translation averaging is proposed, called DeepTA, which consists of multiple location optimization blocks and an RDI-embedding block. The location optimization blocks are designed to predict the global camera locations gradually, while the RDI-embedding block is designed to impose the RDI property on each location optimization block for boosting its performance. Moreover, we theoretically prove that DeepTA is reverse-direction-invariant. Extensive experimental results demonstrate that the proposed DeepTA does not only achieve a higher accuracy than several state-of-the-art methods, but also a 100\(\varvec{\times }\) (or even more) acceleration in most cases.	https://doi.org/10.1007/s11263-025-02714-x	Yuzhen Liu, Qiulei Dong
Delving into Pre-training for Domain Transfer: A Broad Study of Pre-training for Domain Generalization and Domain Adaptation.	As deep learning models suffer from domain shifts, domain transfer methods have been developed to learn robust and reliable feature representations on unseen domains. Existing domain transfer methods, such as domain adaptation and domain generalization, focused on developing new adaptation or alignment algorithms, typically utilizing outdated ResNet backbones pre-trained on ImageNet-1K. However, the impact of recent pre-training approaches on domain transfer has not been thoroughly investigated. In this work, we provide a broad study and in-depth analysis of pre-training for domain adaptation and generalization from four distinct perspectives; network architectures, sizes, pre-training objectives, and pre-training datasets. Our extensive experiments cover a variety of domain transfer settings, including domain generalization, unsupervised domain adaptation, source free domain adaptation, and universal domain adaptation. Our study reveals two key findings: (1) state-of-the-art pre-training has a greater impact on performance than advanced generalization or adaptation techniques, (2) domain adaptation baselines tend to overfit to older pre-training backbones, indicating that top-performing methods under previous settings may no longer be optimal with modern pre-training, and (3) these trends are also observed in other tasks, such as object detection and semantic segmentation. Furthermore, we investigate what makes pre-training effective for domain transfer. Interestingly, our findings suggest that the performance gains are largely due to the presence of a significantly higher number of classes in recent pre-training datasets (e.g., ImageNet-22K) that closely resemble those in downstream tasks, rather than solely the result of large-scale data. In addition, we examine potential train/test contamination between web-scale pre-training datasets and downstream benchmarks and find that such data leakage has only a negligible impact on evaluation. We hope this work highlights the importance of pre-training for domain transfer and offers valuable insights for future domain transfer research.	https://doi.org/10.1007/s11263-025-02590-5	Jungmyung Wi, Young Kyun Jang, Dujin Lee, Myeongseok Nam, Donghyun Kim
Designing Extremely Memory-Efficient CNNs for On-device Vision and Audio Tasks.	In this paper, we introduce a memory-efficient CNN (convolutional neural network), which enables resource-constrained low-end embedded and IoT devices to perform on-device vision and audio tasks, such as image classification, object detection, and audio classification, using extremely low memory, i.e., only 63 KB on ImageNet classification. Based on the bottleneck block of MobileNet, we propose three design principles that significantly curtail the peak memory usage of a CNN so that it can fit the limited KB memory of the low-end device. First, 'input segmentation' divides an input image into a set of patches, including the central patch overlapped with the others, reducing the size (and memory requirement) of a large input image. Second, 'patch tunneling' builds independent tunnel-like paths consisting of multiple bottleneck blocks per patch, penetrating through the entire model from an input patch to the last layer of the network, maintaining lightweight memory usage throughout the whole network. Lastly, 'bottleneck reordering' rearranges the execution order of convolution operations inside the bottleneck block such that the memory usage remains constant regardless of the size of the convolution output channels. We also present 'peak memory aware quantization', enabling desired peak memory reduction in actual deployment of quantized network. The experiment result shows that the proposed network classifies ImageNet with extremely low memory (i.e., 63 KB) while achieving competitive top-1 accuracy (i.e., 61.58%). To the best of our knowledge, the memory usage of the proposed network is far smaller than state-of-the-art memory-efficient networks, i.e., up to 89x and 3.1x smaller than MobileNet (i.e., 5.6 MB) and MCUNet (i.e., 196 KB), respectively.	https://doi.org/10.1007/s11263-025-02688-w	Yoel Park, Jaewook Lee, Seulki Lee
DiffPano++: Scalable and Consistent Multi-View Panorama Generation with Spherical Epipolar-Aware Diffusion.	Recent advancements in diffusion models have significantly improved the capability of scene understanding and generation. However, existing approaches still struggle to represent 3D scenes using panoramic images, mainly due to the lack of large-scale panoramic datasets and the inherent difficulty in maintaining consistency across multiple panoramic views. To address these limitations, we introduce PanoVT-HM3D, a panoramic video-text dataset comprising numerous consecutive panoramic frames paired with corresponding textual descriptions. Building upon this dataset, we propose DiffPano, a novel framework for generating multi-view panoramas from textual descriptions. Specifically, we fine-tune a text-to-panorama diffusion model and incorporate a Spherical Epipolar-Aware Module to enhance inter-view consistency. Furthermore, we extend this framework to DiffPano++, which enables image-conditioned multi-view panoramic generation. In addition, to mitigate the image quality limitations of PanoVT-HM3D that could affect model performance, we construct MPano-3D, a higher-quality multimodal panoramic dataset. Extensive experiments demonstrate that both DiffPano and DiffPano++ generate scalable, consistent, and diverse multi-view panoramas.	https://doi.org/10.1007/s11263-026-02758-7	Chenhao Ji, Weicai Ye, Zheng Chen, Junyao Gao, Xiaoshui Huang, Xuekuan Wang, Guofeng Zhang, Song-Hai Zhang, Tong He, Wanli Ouyang, Cairong Zhao
Diffusion-Based Data Augmentation for Image Recognition: A Systematic Analysis and Evaluation.	Diffusion-based data augmentation (DiffDA) has emerged as a promising approach to improving classification performance under data scarcity. However, existing works vary significantly in task configurations, model choices, and experimental pipelines, making it difficult to fairly compare methods or assess their effectiveness across different scenarios. Moreover, there remains a lack of systematic understanding of the full DiffDA workflow. In this work, we introduce UniDiffDA, a unified analytical framework that decomposes DiffDA methods into three core components: model fine-tuning, sample generation, and sample utilization. This perspective enables us to identify key differences among existing methods and clarify the overall design space. Building on this framework, we develop a comprehensive and fair evaluation protocol, benchmarking representative DiffDA methods across diverse low-data classification tasks. Extensive experiments reveal the relative strengths and limitations of different DiffDA strategies and offer practical insights into method design and deployment. All methods are re-implemented within a unified codebase, with full release of code and configurations to ensure reproducibility and to facilitate future research.	https://doi.org/10.1007/s11263-026-02754-x	Zekun Li, Yinghuan Shi, Yang Gao, Dong Xu
Disentangling Local and Global Semantics in Diffusion Models for Image Editing.	Diffusion models have achieved state-of-the-art image synthesis, yet unlike GANs, they lack a well-structured latent space for intuitive image editing. Existing diffusion-based editing methods often rely on supervised fine-tuning or text-based guidance, while recent unsupervised techniques leveraging the model's bottleneck layer suffer from one or more key limitations: (i) they focus only on global attributes, (ii) fail to disentangle local and global semantics, or (iii) require extensive human intervention. To fill this gap, we first propose an unsupervised method for localized image editing in pre-trained unconditional diffusion models that disentangles local and global semantics in the model's latent space. Given an input image and a user-specified region of interest, our approach uses the denoising network's Jacobian to map that region to a corresponding latent subspace. We then separate this subspace into shared (global) and region-specific components to uncover latent directions that control local attributes. These directions generalize across images, enabling semantically consistent edits without retraining. We go one step further by extending our method to minimize manual supervision by automatically inferring edit directions from a single reference image and generating region masks without human input. Experiments on multiple datasets show that our method yields more localized, high-fidelity edits than state-of-the-art approaches.	https://doi.org/10.1007/s11263-025-02694-y	Manos Plitsis, Theodoros Kouzelis, Panagiotis Koromilas, Vassilis Katsouros, Mihalis A. Nicolaou, Yannis Panagakis
Dual Consistency Matching for Semi-Supervised Semantic Correspondence.	Establishing correspondences across images sharing the same category remains a challenging task, primarily due to the large intra-class variations and the presence of background clutter. Typically, addressing these challenges necessitates an extensive amount of manually labeled data. However, pixel-level labeling is both time-consuming and labor-intensive. In this paper, we propose a novel teacher-student framework for semi-supervised semantic correspondence, termed Dual Consistency Matching (DCM). We introduce neighborhood shift consistency and semantic consistency to generate reliable pseudo labels, ensuring geometric and semantic coherence, respectively. Unlike previous methods relying on nearest neighbor search at the pixel level, our neighborhood shift consistency enables subpixel accurate estimation through offsets. Semantic consistency, on the other hand, aims to filter out matches by discarding matches that lack semantic coherence despite geometric consistency. Additionally, we propose part-aware prototype learning to impose spatial constraints through the identification of key parts of the object. These filtering strategies enhance the quality of pseudo labels generated by the teacher model. Our framework leverages a pre-trained large-scale vision model as the backbone, which is fine-tuned to improve its representation capabilities. Extensive experiments have been conducted to demonstrate the effectiveness of our proposed method. It is worth noting that our proposed DCM achieves 79.6% PCK@0.1 on the SPair-71k dataset using only 1% labeled data, with an average of 29 training samples per category. Moreover, if 5% labeled data is employed, our method obtains a significantly higher PCK@0.1 score of 86.9%, even surpassing the performance of a fully supervised model trained with all labeled data.	https://doi.org/10.1007/s11263-025-02652-8	Hailong Jin, Huiying Li
Dynamic Knowledge Transfer for Mitigating Spurious Correlations in Deep Learning.	The presence of spurious correlations is a prevalent issue in deep learning models, frequently leading to impaired generalization and reduced robustness. To address this issue, we introduce a knowledge transfer mechanism that operates across spuriously correlated categories within the deep feature space. Specifically, we enhance the deep representations of individual samples by incorporating semantic information derived not only from their respective class distributions but also from the distributions of classes with erroneous associations. This enrichment facilitates the generation of diverse class-specific factual and counterfactual augmented features, promoting more robust and discriminative representations. We then demonstrate the feasibility of optimizing a surrogate robust loss instead of conducting explicit augmentations by considering an infinite number of augmentations. As spurious associations between samples and classes evolve during training, we develop a REINFORCE-based training framework called Dynamic Knowledge Transfer (DKT) to facilitate dynamic adjustments in the direction and intensity of knowledge transfer. Within this framework, a target network is trained using the derived robust loss to enhance robustness, while a strategy network generates sample-wise augmentation strategies in a dynamic and automatic way. In addition to its applicability in supervised learning, DKT can be extended to semi-supervised learning by generating pseudo labels through a novel logit-calibrated prediction function under the setting of infinite augmentations, thus leveraging unlabeled data in a robust manner. Extensive experiments across diverse benchmarks demonstrate the effectiveness of DKT in mitigating spurious correlations, consistently achieving state-of-the-art performance in both supervised and semi-supervised scenarios.	https://doi.org/10.1007/s11263-025-02656-4	Xiaoling Zhou, Zhemg Lee, Wei Ye, Shikun Zhang
Dynamic MAsk-Pruning Strategy for Source-Free Model Intellectual Property Protection.	Deep learning has achieved remarkable progress in various applications, heightening the importance of safeguarding the intellectual property (IP) of well-trained models. It entails not only authorizing usage but also ensuring the deployment of models in authorized data domains, i.e., making models exclusive to certain target domains. Previous methods necessitate concurrent access to source training data and target unauthorized data when performing IP protection, making them risky and inefficient for decentralized private data. In this paper, we target a practical setting where only a well-trained source model is available and investigate how we can realize IP protection. To achieve this, we propose a novel MAsk Pruning (MAP) framework. MAP stems from an intuitive hypothesis, i.e., there are target-related parameters in a well-trained model, locating and pruning them is the key to IP protection. Technically, MAP freezes the source model and learns a target-specific binary mask to prevent unauthorized data usage while minimizing performance degradation on authorized data. Building on MAP, we extend it to MAP++ by introducing an activation-guided dynamic pruning strategy with adaptive thresholds, and grounding the design with a mutual-information-based theoretical framework. We further broaden the evaluation by conducting extensive experiments under source-available, source-free, and fully data-free settings. MAP++ achieves more stable suppression of unauthorized domains while preserving authorized performance, demonstrating a superior trade-off between utility and protection.	https://doi.org/10.1007/s11263-025-02619-9	Boyang Peng, Sanqing Qu, Yong Wu, Tianpei Zou, Lianghua He, Alois Knoll, Guang Chen, Changjun Jiang
EMUFormer: Efficient Multi-task Uncertainties for Reliable Joint Semantic Segmentation and Monocular Depth Estimation.	Quantifying the predictive uncertainty emerged as a possible solution to common challenges like overconfidence, lack of explainability, and robustness of deep neural networks, albeit one that is often computationally expensive. Many real-world applications are multi-modal in nature and hence benefit from multi-task learning. In autonomous driving or robotics, for example, the joint solution of semantic segmentation and monocular depth estimation has proven to be valuable. To this end, we introduce EMUFormer, a novel student-teacher distillation approach for efficient multi-task uncertainties in the context of joint semantic segmentation and monocular depth estimation. By leveraging the predictive uncertainties of the teacher, EMUFormer achieves new state-of-the-art results on Cityscapes and NYUv2 and additionally estimates reliable predictive uncertainties for both tasks that are comparable or superior to a Deep Ensemble despite being an order of magnitude more efficient to compute. These findings even extend to out-of-domain and domain adaptation scenarios, highlighting EMUFormer's remarkable reliability.	https://doi.org/10.1007/s11263-026-02751-0	Steven Landgraf, Markus Hillemann, Theodor Kapler, Markus Ulrich
Efficient Vision Transformer with Token Sparsification for Event-Based Object Tracking.	The Vision Transformer has gained popularity as a neural network architecture for event-based vision tasks. However, its use on resource-constrained devices is limited due to high computational and memory costs. This paper presents an Efficient Vision Transformer, a novel backbone for object tracking with event cameras. Specifically, we propose two adaptive token sparsification strategies based on the inherent characteristics of event data and tracking tasks, thereby reducing the computation while maintaining comparable performance. Firstly, since events are spatially sparse at pixel locations, we adaptively predict the sparsification ratio based on statistical entropy analysis and subsequently remove search tokens exhibiting dissimilarity to template tokens. Besides, we further eliminate redundant tokens by estimating the importance score of each token given the tracking targets. By hierarchically pruning more than 60% of the input tokens of vanilla Vision Transformer (ViT), our method significantly reduces MAC operations by approximately 25%, while the tracking accuracy drops by no more than 0.5%. Extensive experiments on various event-based tracking datasets demonstrate that our proposed approach outperforms existing state-of-the-art methods in both tracking accuracy and speed.	https://doi.org/10.1007/s11263-025-02666-2	Jiqing Zhang, Xin Yang, Haoming Tang, Yuanchen Wang, Baocai Yin, Huibing Wang, Xianping Fu
Efficient4D: Fast Dynamic 3D Object Generation from a Single-view Video.	Generating dynamic 3D object from a single-view video is challenging due to the lack of 4D labeled data. An intuitive approach is to extend previous image-to-3D pipelines by transferring off-the-shelf image generation models such as score distillation sampling. However, this approach would be slow and expensive to scale due to the need for back-propagating the information-limited supervision signals through a large pretrained model. To address this, we propose an efficient video-to-4D object generation framework called Efficient4D. It generates high-quality spacetime-consistent images under different camera views, and then uses them as labeled data to directly reconstruct the 4D content through a 4D Gaussian splatting model. Importantly, our method can achieve real-time rendering under continuous camera trajectories. To enable robust reconstruction under sparse views, we introduce inconsistency-aware confidence-weighted loss design, along with a lightly weighted score distillation loss. Extensive experiments on both synthetic and real videos show that Efficient4D offers a remarkable 10-fold increase in speed when compared to prior art alternatives while preserving the quality of novel view synthesis. For example, Efficient4D takes only 10 minutes to model a dynamic object, vs 120 minutes by the previous art model Consistent4D. Our code and video results are publicly available at https://fudan-zvg.github.io/Efficient4D/.	https://doi.org/10.1007/s11263-025-02615-z	Zijie Pan, Zeyu Yang, Xiatian Zhu, Li Zhang
EgoPlan-Bench: Benchmarking Multimodal Large Language Models for Human-Level Planning.	The pursuit of artificial general intelligence (AGI) has been accelerated by Multimodal Large Language Models (MLLMs), which exhibit superior reasoning, generalization capabilities, and proficiency in processing multimodal inputs. A crucial milestone in the evolution of AGI is the attainment of human-level planning, a fundamental ability for making informed decisions in complex environments, and solving a wide range of real-world problems. Despite the impressive advancements in MLLMs, a question remains: How far are current MLLMs from achieving human-level planning? To shed light on this question, we introduce EgoPlan-Bench, a comprehensive benchmark to evaluate the planning abilities of MLLMs in real-world scenarios from an egocentric perspective, mirroring human perception. EgoPlan-Bench emphasizes the evaluation of planning capabilities of MLLMs, featuring realistic tasks, diverse action plans, and intricate visual observations. Our rigorous evaluation of a wide range of MLLMs reveals that EgoPlan-Bench poses significant challenges, highlighting a substantial scope for improvement in MLLMs to achieve human-level task planning. To facilitate this advancement, we further present EgoPlan-IT, a specialized instruction-tuning dataset that effectively enhances model performance on EgoPlan-Bench. We have made all the codes, data, and a maintained benchmark leaderboard available at https://chenyi99.github.io/ego_plan/ to advance future research.	https://doi.org/10.1007/s11263-025-02676-0	Yi Chen, Yuying Ge, Yixiao Ge, Mingyu Ding, Bohao Li, Rui Wang, Ruifeng Xu, Ying Shan, Xihui Liu
End-to-End Full-Page Optical Music Recognition for Pianoform Sheet Music.	Optical Music Recognition (OMR) has made significant progress since its inception, with various approaches now capable of accurately transcribing music scores into digital formats. Despite these advancements, most so-called end-to-end OMR approaches still rely on multi-stage processing pipelines for transcribing full-page score images, which entails challenges such as the need for dedicated layout analysis and specific annotated data, thereby limiting the general applicability of such methods. In this paper, we present the first truly end-to-end approach for page-level OMR in complex layouts. Our system, which combines convolutional layers with autoregressive Transformers, processes an entire music score page and outputs a complete transcription in a music encoding format. This is made possible by both the architecture and the training procedure, which utilizes curriculum learning through incremental synthetic data generation. We evaluate the proposed system using pianoform corpora, which is one of the most complex sources in the OMR literature. This evaluation is conducted first in a controlled scenario with synthetic data, and subsequently against two real-world corpora of varying conditions. Our approach is compared with leading commercial OMR software. The results demonstrate that our system not only successfully transcribes full-page music scores but also outperforms the commercial tool in both zero-shot settings and after fine-tuning with the target domain, representing a significant contribution to the field of OMR.	https://doi.org/10.1007/s11263-025-02654-6	Antonio Ríos-Vila, Jorge Calvo-Zaragoza, David Rizo, Thierry Paquet
Entropy-Guided Condensing for Vision Transformer.	Recent success in the self-attention mechanism for the vision domain underscores the need for efficient vision transformers (ViTs). This work investigates the layer-wise learning capacity of ViT and aims to condense it along depth dimension by removing the uninformative layers, guided by transfer entropy. As an initial exploration, we inspect the condensation within a transformer block. Specifically, we identify that the MLP layer can elicit entropy on par with the attention layer within a block and some MLPs may be underutilized given low entropy. Therefore, we are motivated to integrate non-essential attention layers into their MLP counterparts by degenerating them into identical mapping, referred to as Dilution Learning, where a sparse mask is applied to the attention layer and decays during training. Although dilution learning is verified on a series of ViT architectures, it has shown instability in scale-enhanced ViT, such as DeiT-L, as the learnable scale is difficult to converge. The issue stems from the coupling of the decaying sparse mask with the unbounded learnable scale in the attention layers, making it difficult to be jointly optimized. To mitigate this problem, we use a simplified optimization strategy that alternatively optimizes the learnable scale and the sparse mask. In this way, we decouple their learning process and stabilize the training of scale-enhanced ViT. Additionally, our new approach can augment the previous layer-wise condensation to block-wise level, further enhancing efficiency. Our model series demonstrates superior results on a variety of vision tasks and benchmarks. For example, our method removes 50% attention layers or 30% transformer blocks of DeiT-B without performance compromise on ImageNet-1k.	https://doi.org/10.1007/s11263-026-02753-y	Sihao Lin, Pumeng Lyu, Dongrui Liu, Zhihui Li, Wenguan Wang, Xiaojun Chang, Yuhui Zheng
Event Stream based Human Action Recognition: A High-Definition Benchmark Dataset and Algorithms.	Human Action Recognition (HAR) stands as a pivotal research domain in both computer vision and artificial intelligence, with RGB cameras dominating as the preferred tool for investigation and innovation in this field. However, in real-world applications, RGB cameras encounter numerous challenges, including light conditions, fast motion, and privacy concerns. Consequently, bio-inspired event cameras have garnered increasing attention due to their advantages of low energy consumption, high dynamic range, etc. Nevertheless, most existing event-based HAR datasets are low resolution (\(346 \times 260\)). In this paper, we propose a large-scale, high-definition (\(1280 \times 800\)) human action recognition dataset based on the CeleX-V event camera, termed CeleX-HAR. It encompasses 150 commonly occurring action categories, comprising a total of 124,625 video sequences. Various factors such as multi-view, illumination, action speed, and occlusion are considered when recording these data. To build a more comprehensive benchmark dataset, we report over 20 mainstream HAR models for future works to compare. In addition, we also propose a novel Mamba vision backbone network for event stream based HAR, termed EVMamba, which equips the spatial plane multi-directional scanning and a novel voxel temporal scanning mechanism. By encoding and mining the spatio-temporal information of event streams, our EVMamba has achieved favorable results across multiple datasets. Both the dataset and source code have been released on https://github.com/Event-AHU/CeleX-HAR.	https://doi.org/10.1007/s11263-026-02769-4	Xiao Wang, Shiao Wang, Pengpeng Shao, Lin Zhu, Bo Jiang, Yonghong Tian
Evidence Conflict Sampling for Open-set Active Learning.	Active learning (AL) in open-set scenarios introduces the challenge of handling unlabeled data containing significant noise from unknown classes. Traditional entropy-based AL methods fail to handle it because they cannot distinguish between informative examples and open-set noise. To address this, we propose Evidence COnflict (ECO) sampling, a novel query strategy to balance purity—prioritizing known classes and informativeness—maximizing learning utility. ECO leverages a naïve Bayes framework to quantify class-wise evidence and selects unlabeled examples based on two criteria: (1) sufficient evidence for known classes, ensuring query purity, and (2) conflicting evidence among classes, guaranteeing informativeness. This dual evidence-driven approach systematically filters out open-set noise while enhancing the discriminative power of the labeled dataset. We further establish a theoretical foundation for ECO, proving that the posterior variance of evidence distribution increases with a larger label space, ensuring its robustness in open-set scenarios. Extensive experiments on diverse benchmarks with varying openness ratios demonstrate the superiority of ECO over state-of-the-art methods in terms of both query efficiency and robustness to open-set noise.	https://doi.org/10.1007/s11263-025-02600-6	Kun-Peng Ning, Hai-Jian Ke, Jia-Yu Yao, Yu-Yang Liu, Yong-Hong Tian, Li Yuan
Exocentric-to-Egocentric Adaptation for Temporal Action Segmentation with Unlabeled Synchronized Video Pairs.	We address the challenge of adapting a temporal action segmentation model originally developed for exocentric (fixed) cameras to an egocentric setting, where wearable cameras capture the video data. Standard supervised methods require extensive, manually labeled egocentric videos for model adaptation, which are costly and labor-intensive to obtain. In contrast, we introduce a novel approach that leverages available labeled exocentric videos alongside a set of synchronized exocentric-egocentric video pairs that do not require new temporal action segmentation labels. Our method is based on knowledge distillation, which we explore at both the feature level and the Temporal Action Segmentation model level. Experiments on the Assembly101, Ego-Exo4D and CMU-MMAC datasets validate the effectiveness of our approach which outperforms traditional unsupervised domain adaptation and temporal alignment techniques. Our best model matches the performance of fully supervised models trained on labeled egocentric data, without using any egocentric labels. On the Assembly101 dataset, our method improves the edit score by \(+15.99\) (28.59 vs. 12.60) compared to a baseline trained only on exocentric data. Similarly, we observe a \(+3.32\) improvement on the challenging Ego-Exo4D benchmark and a \(+12.89\) improvement on the CMU-MMAC dataset. Code is available at the following link: https://github.com/fpv-iplab/synchronization-is-all-you-need.	https://doi.org/10.1007/s11263-025-02675-1	Camillo Quattrocchi, Antonino Furnari, Daniele Di Mauro, Mario Valerio Giuffrida, Giovanni Maria Farinella
